epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,33225.1,1.3243,0.81688,0.88531,0.85762,0.70031,0.77634,0.57908,1.30009,0.77695,0.89823,5.53602e-05,5.53602e-05,5.53602e-05
185,33287,1.29018,0.8001,0.87998,0.85997,0.70357,0.77907,0.58351,1.28996,0.77507,0.89618,5.24496e-05,5.24496e-05,5.24496e-05
186,33333.4,1.31347,0.8056,0.88063,0.86133,0.69972,0.77767,0.58119,1.3017,0.77545,0.89811,4.9539e-05,4.9539e-05,4.9539e-05
187,33392.6,1.31739,0.81304,0.88233,0.84367,0.70714,0.77778,0.58179,1.29468,0.77291,0.89703,4.66284e-05,4.66284e-05,4.66284e-05
188,33438.6,1.309,0.79932,0.88235,0.85721,0.70166,0.7751,0.58151,1.29219,0.77083,0.89662,4.37178e-05,4.37178e-05,4.37178e-05
189,33484.6,1.31134,0.80884,0.88099,0.84994,0.70332,0.77723,0.58191,1.29134,0.77099,0.89588,4.08072e-05,4.08072e-05,4.08072e-05
190,33530.8,1.31376,0.8109,0.88049,0.84346,0.70959,0.77827,0.58099,1.29285,0.77026,0.89691,3.78966e-05,3.78966e-05,3.78966e-05
191,33573.7,1.32499,0.82516,0.88639,0.84989,0.69891,0.77398,0.57501,1.30829,0.79136,0.90179,3.4986e-05,3.4986e-05,3.4986e-05
192,33616.8,1.32105,0.82244,0.88516,0.82769,0.70023,0.77059,0.56992,1.31369,0.79924,0.90282,3.20754e-05,3.20754e-05,3.20754e-05
193,33660.3,1.2967,0.79829,0.88023,0.81678,0.70461,0.77326,0.56772,1.32325,0.80109,0.90439,2.91648e-05,2.91648e-05,2.91648e-05
194,33703.3,1.31179,0.80576,0.88039,0.80918,0.70796,0.77278,0.57041,1.32194,0.79499,0.90317,2.62542e-05,2.62542e-05,2.62542e-05
195,33746.6,1.28827,0.7887,0.87607,0.8534,0.69166,0.77548,0.57464,1.31429,0.78869,0.90087,2.33436e-05,2.33436e-05,2.33436e-05
196,33790.6,1.3057,0.79913,0.87883,0.81786,0.71738,0.77887,0.57854,1.30652,0.78827,0.89999,2.0433e-05,2.0433e-05,2.0433e-05
197,33833.5,1.29475,0.79208,0.88128,0.8213,0.71612,0.77959,0.57825,1.30841,0.78741,0.89997,1.75224e-05,1.75224e-05,1.75224e-05
198,33876.5,1.2905,0.78769,0.87837,0.84114,0.70743,0.78006,0.57827,1.30886,0.78517,0.89944,1.46118e-05,1.46118e-05,1.46118e-05
199,33919.2,1.30963,0.79493,0.8796,0.82796,0.71766,0.78195,0.58082,1.3013,0.78293,0.89842,1.17012e-05,1.17012e-05,1.17012e-05
200,33962.3,1.26831,0.7812,0.87418,0.82845,0.7145,0.7797,0.57651,1.30821,0.78337,0.8995,8.7906e-06,8.7906e-06,8.7906e-06
